serving_size_raw_mintel,serving_size_raw_walmart,serving_size_raw_exact_match,name_mintel,name_walmart,name_exact_match,calories_mintel,calories_walmart,calories_exact_match,saturatedfat_mintel,saturatedfat_walmart,saturatedfat_exact_match,sodium_mintel,sodium_walmart,sodium_exact_match,sugar_mintel,sugar_walmart,sugar_exact_match,upc_code,total_match_count,date
,nan,False,Midnight Blend Dark Roast Ground Coffee,Our Finest Midnight Blend Dark Roast Ground Coffee,False,,,False,,,False,,,False,,,False,62891582906.0,0,July '22
,nan,False,Canadian Blend Light-Medium Roast Ground Coffee,Our Finest Canadian Blend Light-Medium Roast Coffee,False,,,False,,,False,,,False,,,False,62891582907.0,0,July '22
,nan,False,Signature Blend Medium-Dark Roast Ground Coffee,Our Finest Espresso Medium Dark Roast Arabica Coffee,False,,,False,,,False,,,False,,,False,62891582908.0,0,July '22
,nan,False,100% Colombian Ground Coffee,Our Finest 100% Colombian Medium Roast Ground Coffee,False,,,False,,,False,,,False,,,False,62891582916.0,0,July '22
,nan,False,South American Blend Medium Roast Ground Coffee,Our Finest South American Blend Medium Roast Ground Coffee,False,,,False,,,False,,,False,,,False,62891582918.0,0,July '22
,nan,False,Central American Blend Medium Roast Ground Coffee,Our Finest Central American Blend Medium Roast Ground Coffee,False,,,False,,,False,,,False,,,False,62891582919.0,0,July '22
,nan,False,African Blend Medium Roast Ground Coffee,Our Finest African Blend Medium Roast Ground Coffee,False,,,False,,,False,,,False,,,False,62891582920.0,0,July '22
10g,10g,True,Salted Butter,Great Value Salted Butter,False,70.0,70.0,True,5.0,5.0,True,0.07,0.07,True,0.0,0.0,True,62891582939.0,5,July '22
19g,19g,True,Cheddar-Style Process Cheese Product,Great Value Cheddar-Style Process Cheese Product,False,45.0,45.0,True,2.0,2.0,True,0.26,0.26,True,1.0,1.0,True,62891582949.0,5,July '22
,nan,False,"Organic Calm Chamomile, Lavender & Passionflower Herbal Tea",Our Finest Organic Chamomile Lavender and Passionflower Herbal Tea,False,,,False,,,False,,,False,,,False,62891582971.0,0,July '22
,nan,False,"Organic Soothe Ginger, Peppermint & Fennel Herbal Tea",Our Finest Organic Soothe Ginger Peppermint and Fennel Herbal Tea,False,,,False,,,False,,,False,,,False,62891582972.0,0,July '22
,nan,False,Organic Revitalize Sencha Matcha Green Tea,Our Finest Organic Revitalize Sencha Matcha Green Tea,False,,,False,,,False,,,False,,,False,62891582973.0,0,July '22
,nan,False,"Organic Vitality Turmeric, Moringa & Rosehips Herbal Tea",Our Finest Organic Turmeric Moringa and Rosehips Herbal Tea,False,,,False,,,False,,,False,,,False,62891582974.0,0,July '22
30g,nan,False,Southwest Greek Yogurt Dip,Great Value Southwest Greek Yogurt Dip,False,50.0,,False,2.0,,False,0.13,,False,1.0,,False,62891582976.0,0,July '22
30g,nan,False,Roasted Onion & Kale Greek Yogurt Dip,Great Value Roasted Onion and Kale Greek Yogurt Dip,False,50.0,,False,2.0,,False,0.14,,False,1.0,,False,62891582977.0,0,July '22
24g,nan,False,Toasted O's Cereal,Great Value Toasted O's Cereals,False,90.0,,False,0.3,,False,0.14,,False,1.0,,False,62891582991.0,0,July '22
225g,225g,True,Shawarma-Style Chicken,Our Finest Spicy Shawarma-Style Chicken,False,330.0,330.0,True,3.0,3.0,True,0.61,0.61,True,1.0,1.0,True,62891582997.0,5,July '22
85g,nan,False,Broccoli Florets,Great Value Natural Broccoli Florets,False,25.0,,False,0.0,,False,0.015,,False,1.0,,False,62891583006.0,0,July '22
85g,85g,True,Broccoli & Cauliflower Florets,Great Value Natural Broccoli and Cauliflower Florets,False,20.0,20.0,True,0.0,0.0,True,0.02,0.02,True,1.0,1.0,True,62891583010.0,5,July '22
80g,80g,True,Diced Onions,Great Value Natural Diced Onions,False,30.0,30.0,True,0.0,0.0,True,0.0,0.0,True,3.0,3.0,True,62891583023.0,5,July '22
85g,85g,True,Diced Vegetable Mix,Great Value Natural Diced Vegetable Mix,False,25.0,25.0,True,0.0,0.0,True,0.035,0.035,True,3.0,3.0,True,62891583024.0,5,July '22
5g,5g,True,Capers,Great Value Capers,False,2.0,2.0,True,,,False,0.13,0.13,True,,,False,62891583032.0,3,July '22
113g,nan,False,The Ultimate Meatless Burger,Great Value The Ultimate Meatless Burger,False,200.0,,False,0.5,,False,0.34,,False,2.0,,False,62891583060.0,0,July '22
15ml,nan,False,100% Virgin Coconut Oil,Great Value 100% Virgin Coconut Oil,False,120.0,,False,11.0,,False,,,False,,,False,62891583063.0,0,July '22
21g,21g,True,Lactose Free Marble Pizza Mozzarella Cheese,Great Value Lactose Free Marble Cheese Strings,False,60.0,60.0,True,2.5,2.5,True,0.15,0.15,True,0.0,0.0,True,62891583064.0,5,July '22
,nan,False,Flavoured Variety Collection Coffee K-Cup Pods,Our Finest 100% Flavoured Collection Keurig Recyclable K-Cup Pod,False,,,False,,,False,,,False,,,False,62891583067.0,0,July '22
85g,nan,False,Regular Scoop Fries,Great Value Regular Scoop Fries,False,120.0,,False,0.4,,False,0.14,,False,0.0,,False,62891583071.0,0,July '22
85g,nan,False,Salt & Black Pepper Scoop Fries,Great Value Salt and Black Pepper Scoop Fries,False,140.0,,False,1.0,,False,0.28,,False,0.0,,False,62891583072.0,0,July '22
85g,nan,False,Seasoned Potatoes Frozen Fried Potatoes,Great Value Seasoned Potatoes,False,100.0,,False,0.5,,False,0.1,,False,0.0,,False,62891583073.0,0,July '22
85g,nan,False,Seasoned Lattice Cut Frozen Potato Fries,Great Value Seasoned Lattice Cut Fries,False,170.0,,False,1.0,,False,0.29,,False,0.0,,False,62891583074.0,0,July '22
85g,85g,True,Country Style Diced Hashbrown Potatoes,Great Value Country Style Diced Hashbrown Potatoes,False,60.0,60.0,True,0.4,0.4,True,0.04,0.04,True,0.0,0.0,True,62891583077.0,5,July '22
85g,85g,True,Tater Puffs Frozen Fried Potatoes,Great Value Tater Puffs,False,140.0,140.0,True,0.5,0.5,True,0.24,0.24,True,1.0,1.0,True,62891583079.0,5,July '22
20g,nan,False,Seeds & Berries Mix Mini Bars,Great Value Mini Bars Seeds & Berries Mix,False,90.0,,False,0.5,,False,0.01,,False,7.0,,False,62891583105.0,0,July '22
20g,nan,False,Cajun Mix Mini Bars,Great Value Mini Bars Cajun Mix,False,110.0,,False,1.0,,False,0.065,,False,5.0,,False,62891583106.0,0,July '22
60ml,nan,False,Permium Coconut Milk,Delicious Kitchen Premium Coconut Milk,False,110.0,,False,10.0,,False,0.025,,False,1.0,,False,62891583145.0,0,July '22
60ml,nan,False,Premium Light Coconut Milk,Delicious Kitchen Premium Coconut Milk,False,40.0,,False,3.0,,False,0.02,,False,1.0,,False,62891583146.0,0,July '22
250ml,nan,False,100% Pure Coconut Water,Delicious Kitchen 100% Pure Coconut Water,False,50.0,,False,0.0,,False,0.06,,False,9.0,,False,62891583148.0,0,July '22
250ml,nan,False,100% Pure Coconut Water,Delicious Kitchen 100% Pure Coconut Water,False,50.0,,False,0.0,,False,0.0,,False,9.0,,False,62891583149.0,0,July '22
250ml,nan,False,Original Coconut Milk Beverage,Delicious Kitchen Original Coconut Milk Beverage,False,110.0,,False,3.5,,False,0.02,,False,17.0,,False,62891583150.0,0,July '22
125ml,125ml,True,Chocolate with Peanut Butter Frozen Dairy Dessert,Great Value Chocalate with Peanut Butter Frozen Dairy Dessert,False,100.0,100.0,True,2.0,2.0,True,0.13,0.13,True,8.0,8.0,True,62891583151.0,5,July '22
125ml,NoneNone,False,Salted Caramel Frozen Dairy Dessert,Great Value Salted Caramel Frozen Dairy Dessert,False,80.0,80.0,True,1.0,1.0,True,0.135,0.135,True,8.0,8.0,True,62891583152.0,4,July '22
50g,nan,False,Thai White Glutinous Rice,Delicious Kitchen Thai White Glutinous Rice,False,180.0,,False,0.1,,False,0.0,,False,0.0,,False,62891583166.0,0,July '22
50g,nan,False,Sea Salt & Black Pepper Cashews,Great Value Sea Salt and Black Pepper Cashews,False,310.0,,False,5.0,,False,0.2,,False,3.0,,False,62891583175.0,0,July '22
33g,33g,True,Gingerbread Train Decorating Kit,Great Value Gingerbread Train Decorating Kit,False,140.0,140.0,True,1.5,1.5,True,0.09,0.09,True,17.0,17.0,True,62891741249.0,5,July '22
30g,30g,True,Gingerbread House Decorating Kit,Great Value Gingerbread Home Decorating Kit,False,130.0,130.0,True,1.5,1.5,True,0.085,0.085,True,14.0,14.0,True,62891741250.0,5,July '22
250ml,250ml,True,Chicken Noodle Soup,Your Fresh Market Chicken Noodle Soup,False,120.0,120.0,True,0.5,0.5,True,0.79,0.79,True,2.0,2.0,True,62891741266.0,5,July '22
250ml,nan,False,Broccoli Cheddar Soup,Your Fresh Market Broccoli Cheese Soup,False,180.0,,False,7.0,,False,0.94,,False,6.0,,False,62891741267.0,0,July '22
250ml,nan,False,Butternut Squash Soup,Your Fresh Market Butternut Squash Soup,False,180.0,,False,6.0,,False,0.72,,False,10.0,,False,62891741270.0,0,July '22
200g,nan,False,Cabbage Rolls,Your Fresh Market Fully Cooked Cabbage Rolls,False,140.0,,False,2.5,,False,0.64,,False,7.0,,False,62891741271.0,0,July '22
85g,85g,True,Angus Beef Meatballs,Our Finest Angus Beef Meatballs,False,200.0,200.0,True,6.0,6.0,True,0.36,0.36,True,0.0,0.0,True,62891741298.0,5,July '22
85g,nan,False,Italian Angus Meatballs,Our Finest Italian Angus Beef Meatballs,False,220.0,,False,7.0,,False,0.31,,False,0.0,,False,62891741316.0,0,July '22
15ml,NoneNone,False,Apple Cider Vinegar,Ancestral Apple Cider Vinegar,False,0.0,0.0,True,,,False,0.0,,False,,,False,62899511111.0,1,July '22
,nan,False,Decaffeinated Dark Coffee,"Kicking Horse Coffee Kicking Horse Coffee - Decaf - Dark Roast, Whole, Bean",False,,,False,,,False,,,False,,,False,62907010014.0,0,July '22
,nan,False,454 Horse Power Dark Ground Coffee,"Kicking Horse Coffee Kicking Horse Coffee - 454 Horse Power - Dark Roast, Ground",False,,,False,,,False,,,False,,,False,62907090015.0,0,July '22
250ml,nan,False,Watermelon Energy Drink,"Red Bull Energy Drink, Watermelon, 250ml (4 pack)",False,110.0,,False,,,False,0.09,,False,27.0,,False,62907100042.0,0,July '22
34g,nan,False,Keto All-in-One Smooth Vanilla Flavoured Complete Nutritional Powder,"Purely Inspired Keto All-in-One, Smooth Vanilla",False,180.0,,False,13.0,,False,,,False,1.0,,False,63165634595.0,0,July '22
92g,nan,False,Vegan Hand-Formed Field Burger,Field Roast Fieldburger,False,290.0,,False,5.0,,False,0.44,,False,2.0,,False,63803160650.0,0,July '22
,nan,False,Orange Pekoe Tea K-Cup Pods,Tetley Orange Pekoe K-Cup Pods,False,,,False,,,False,,,False,,,False,66344706780.0,0,July '22
,nan,False,Pure Green Tea K-Cup Pods,Tetley Pure Green Tea K-Cup Pods,False,,,False,,,False,,,False,,,False,66344717780.0,0,July '22
15g,nan,False,Classic Hot Chocolate Mix K-Cup Pods,Keurig Laura Secord Hot Chocolate Mix K-Cup PODS,False,60.0,,False,1.5,,False,0.18,,False,9.0,,False,66344721790.0,0,July '22
,nan,False,Espresso Dark Roast Whole Bean Arabica Coffee,"McCafé Espresso Whole Beans, 300g",False,,,False,,,False,,,False,,,False,66344760820.0,0,July '22
,nan,False,Premium Medium Dark Roast Fine Ground Arabica Coffee,"McCafé Premium Roast Ground Coffee, 340g",False,,,False,,,False,,,False,,,False,66344760821.0,0,July '22
,nan,False,Premium Medium Dark Roast Decaffeinated Fine Ground Arabica Coffee,"McCafé Premium Roast Decaf Ground Coffee, 340g",False,,,False,,,False,,,False,,,False,66344760822.0,0,July '22
,nan,False,Premium Medium Dark Roast Decaffeinated Fine Ground Arabica Coffee,"McCafé Premium Roast Decaf Recyclable K-Cup Pods, 12 Count",False,,,False,,,False,,,False,,,False,66344760825.0,0,July '22
,nan,False,Premium Medium Dark Roast Fine Ground Coffee K-Cup Pods,"McCafé Premium Roast Recyclable K-Cup Pods, 30 Count",False,,,False,,,False,,,False,,,False,66344760826.0,0,July '22
60g,nan,False,Gluten Free Cinnamon & Raisin Loaf,Little Northern Bakehouse Gluten Free Cinnamon Raisin Bread,False,150.0,,False,0.3,,False,0.22,,False,8.0,,False,67152140030.0,0,July '22
34g,34g,True,Sliced Pickled Turnips,Zein Pickled Turnip,False,10.0,10.0,True,0.0,0.0,True,0.33,0.33,True,,1.0,False,67237308012.0,4,July '22
15g,15g,True,Green Olives,Zein Green Olives,False,20.0,20.0,True,0.0,0.0,True,0.21,0.21,True,0.0,0.0,True,67237308013.0,5,July '22
100g,nan,False,Tahina,Zein Tahina,False,700.0,,False,9.0,,False,0.035,,False,1.0,,False,67237308015.0,0,July '22
17g,nan,False,Spring Roll Wrappers,Blue Dragon Spring Roll Wrappers,False,60.0,,False,,,False,0.115,,False,,,False,67277410581.0,0,July '22
15ml,nan,False,Fish Sauce,Blue Dragon Fish Sauce,False,10.0,,False,0.0,,False,1.6,,False,1.0,,False,67277410589.0,0,July '22
60ml,nan,False,Pad Thai Sauce,Blue Dragon Pad Thai Cooking Sauce,False,100.0,,False,0.5,,False,0.34,,False,14.0,,False,67277410594.0,0,July '22
60ml,nan,False,Peanut Satay Sauce,Blue Dragon Peanut Satay Cooking Sauce,False,130.0,,False,0.5,,False,0.2,,False,9.0,,False,67277410595.0,0,July '22
30ml,nan,False,Vietnamese Dipping Sauce,Blue Dragon Nuoc Cham Sauce,False,60.0,,False,0.0,,False,0.44,,False,14.0,,False,67277411582.0,0,July '22
15ml,nan,False,Thai Red Curry Paste,Blue Dragon Thai Red Curry Paste,False,25.0,,False,0.1,,False,0.24,,False,1.0,,False,67277411607.0,0,July '22
15ml,nan,False,Thai Green Curry Paste,Blue Dragon Thai Green Curry Paste,False,20.0,,False,0.1,,False,0.32,,False,1.0,,False,67277411609.0,0,July '22
40g,nan,False,Dressed to Dill Flavoured Carrot Chips,Hardbite Dressed to Dill Dill Flavored Carrot Chips,False,220.0,,False,0.0,,False,0.11,,False,11.0,,False,67351311855.0,0,July '22
105g,53g,False,Omega-3 White Eggs,GoldEgg Omega-3 Large White Eggs,False,160.0,70.0,False,3.5,1.5,False,0.13,0.065,False,0.0,9.0,False,67495900002.0,0,July '22
105g,NoneNone,False,Free Run Large Brown Eggs,GoldEgg Free Run Large Eggs,False,160.0,,False,3.5,,False,0.13,,False,0.0,,False,67495900008.0,0,July '22
105g,NoneNone,False,Golden D White Eggs,GoldEgg Golden D Vitamin D Enriched Large Eggs,False,160.0,,False,3.5,,False,0.13,,False,0.0,,False,67495900022.0,0,July '22
20g,20g,True,"Crunchy Coconut Bites with Pumpkin, Quinoa and Flax Seeds","Coconut Love Crunchy Coconut Bites With Pumpkin, Quinoa and Flax Seeds",False,110.0,110.0,True,6.0,6.0,True,0.04,0.04,True,4.0,,False,67721009051.0,4,July '22
20g,20g,True,Crunchy Coconut Bites with Cranberries & Nuts,Coconut Love Crunchy Coconut Bites With Cranberries and Nuts,False,110.0,110.0,True,6.0,6.0,True,0.035,,False,6.0,,False,67721009053.0,3,July '22
,nan,False,Coffee Variety Pack K-Cup Pods,Great Value Keurig Recyclable K-Cup Pod Variety Pack,False,,,False,,,False,,,False,,,False,68113134054.0,0,July '22
85g,nan,False,Shrimp Ring with Mild Cocktail Sauce,Our Finest Shrimp Ring,False,90.0,,False,0.2,,False,0.47,,False,3.0,,False,68113134093.0,0,July '22
120g,120g,True,Jumbo Shrimp Ring with Mild Cocktail Sauce,Our Finest Jumbo Shrimp Ring,False,120.0,120.0,True,0.2,0.2,True,0.64,0.64,True,4.0,4.0,True,68113134094.0,5,July '22
100g,NoneNone,False,Brown Sugar BBQ Dry Rub Chicken Wings,Great Value Brown Sugar BBQ Dry Rub Chicken Wings,False,230.0,,False,3.5,,False,0.4,,False,0.0,,False,68113134111.0,0,July '22
100g,NoneNone,False,Garlic Parmesan Dry Rub Chicken Wings,Great Value Garlic Parmesan Dry Rub Chicken Wings,False,230.0,,False,3.5,,False,0.4,,False,0.0,,False,68113134112.0,0,July '22
250ml,nan,False,Vanilla Fortified Almond Beverage,Great Value Vanilla Naturally Flavoured Almond Beverage,False,90.0,,False,0.1,,False,0.16,,False,16.0,,False,68113134210.0,0,July '22
100g,47g,False,Uncooked Breaded Coconut Shrimp,Our Finest Breaded Coconut Shrimp,False,270.0,120.0,False,6.0,2.5,False,0.54,0.32,False,11.0,6.0,False,68113140833.0,0,July '22
52g,50g,False,Pretzel Twists,Great Value Large Pretzel Twists,False,200.0,190.0,False,0.3,0.3,True,0.71,0.96,False,2.0,1.0,False,68113140838.0,1,July '22
15ml,15ml,True,Zesty Italian Dressing,Great Value Zesty Italian Dressing,False,30.0,30.0,True,0.4,0.4,True,0.13,,False,1.0,1.0,True,68113170443.0,4,July '22
15ml,15ml,True,Cucumber Dressing,Great Value Cucumber Dressing,False,50.0,50.0,True,1.0,1.0,True,0.15,0.15,True,1.0,1.0,True,68113170447.0,5,July '22
15ml,15ml,True,Coleslaw Dressing,Great Value Coleslaw Dressing,False,70.0,70.0,True,1.0,1.0,True,0.18,0.18,True,3.0,3.0,True,68113170448.0,5,July '22
15ml,nan,False,Light Whipped Dressing,Great Value Light Whipped Dressing,False,30.0,,False,0.3,,False,0.105,,False,2.0,,False,68113171280.0,0,July '22
15ml,15ml,True,Light Mayonnaise Type Dressing,Great Value Light Mayonnaise Type Dressing,False,45.0,50.0,False,0.5,1.0,False,0.115,0.135,False,1.0,0.0,False,68113171282.0,1,July '22
,nan,False,Pure Liquid White Honey,Great Value Pure Liquid Honey 100% Canadian,False,,,False,,,False,,,False,,,False,68113171308.0,0,July '22
60ml,60ml,True,Mild Thick'n Chunky Salsa,Great Value Thickn Chunky Mild Salsa,False,20.0,20.0,True,0.0,0.0,True,0.41,0.41,True,3.0,3.0,True,68113171310.0,5,July '22
5ml,nan,False,Dijon Prepared Mustard,Great Value Prepared Dijon Mustard,False,5.0,,False,,,False,0.06,,False,,,False,68113175990.0,0,July '22
5ml,5ml,True,Deli Bold Prepared Mustard,Great Value Prepared Bold Deli Style Mustard,False,5.0,5.0,True,,,False,0.06,0.06,True,,,False,68113175993.0,3,July '22
10ml,10ml,True,Peanut Oil,Great Value Peanut Oil,False,80.0,80.0,True,2.0,1.5,False,,,False,,,False,68113176019.0,2,July '22
38g,38g,True,Oatmeal Muffin Mix,Great Value Oatmeal Muffin Mix,False,160.0,160.0,True,2.0,2.0,True,0.18,0.18,True,13.0,14.0,False,68113176034.0,4,July '22
85g,85g,True,Crispy Golden Onion Rings,Great Value Crispy Golden Onion Rings,False,200.0,190.0,False,1.5,1.5,True,0.27,0.33,False,5.0,4.0,False,68113176168.0,2,July '22
113g,NoneNone,False,Unsweetened Apple Snack,Great Value Apple Snack Unsweetened Cups,False,50.0,50.0,True,0.0,0.0,True,0.0,0.0,True,9.0,9.0,True,68113179989.0,4,July '22
27g,nan,False,Butter & Herb Instant Mashed Potatoes,Great Value Butter and Herb Instant Mashed Potatoes,False,100.0,,False,0.5,,False,0.42,,False,1.0,,False,68113181072.0,0,July '22
27g,nan,False,Roasted Garlic Instant Mashed Potatoes,Great Value Roasted Garlic Instant Mashed Potatoes,False,100.0,,False,1.0,,False,0.38,,False,2.0,,False,68113181073.0,0,July '22
28g,30g,False,Au Gratin Scalloped Potatoes,Great Value Au Gratin Instant Scalloped Potatoes,False,100.0,110.0,False,0.3,0.5,False,0.5,0.52,False,2.0,2.0,True,68113181074.0,1,July '22
28g,30g,False,Creamy Scalloped Potatoes,Great Value Creamy Instant Scalloped Potatoes,False,100.0,100.0,True,0.1,0.1,True,0.37,0.51,False,1.0,2.0,False,68113181075.0,2,July '22
19g,19g,True,Chocolate Hazelnut Spread,Great Value Chocolate Hazelnut Spread,False,110.0,110.0,True,1.5,0.0,False,0.01,0.01,True,10.0,10.0,True,68113181132.0,4,July '22
30ml,30ml,True,Sweet & Sour Dipping Sauce,Great Value Sweet & Sour Sauce,False,50.0,50.0,True,0.0,0.0,True,0.05,0.05,True,11.0,11.0,True,68113181166.0,5,July '22
30ml,30ml,True,Teriyaki Sauce,Great Value Sweet Teriyaki Sauce,False,60.0,60.0,True,0.0,0.0,True,0.59,0.59,True,12.0,12.0,True,68113181168.0,5,July '22
30ml,30ml,True,Honey Garlic Sauce,Great Value Honey Garlic Cooking Sauce,False,90.0,90.0,True,0.0,0.0,True,0.22,0.22,True,17.0,16.0,False,68113181169.0,4,July '22
113g,113g,True,Unsweetened Apple Peach Snack,Great Value Apple Peach Snack Unsweetened Cups,False,50.0,50.0,True,0.0,0.0,True,0.0,0.0,True,9.0,9.0,True,68113186323.0,5,July '22
113g,113g,True,Unsweetened Apple Mixed Berry Snack,Great Value Apple Mixed Berry Snack Unsweetened Cups,False,50.0,45.0,False,0.0,0.0,True,0.0,0.0,True,10.0,9.0,False,68113186324.0,3,July '22
15ml,15ml,True,Three Cheese Ranch Dressing,Great Value Three Cheese Ranch Dressing,False,70.0,70.0,True,1.0,1.0,True,0.125,0.125,True,1.0,1.0,True,68113191115.0,5,July '22
63g,nan,False,Original Pork Breakfast Sausages,Maple Leaf Original Pork Breakfast Sausages,False,170.0,,False,4.5,,False,0.34,,False,0.0,,False,68113191246.0,0,July '22
5ml,nan,False,Prepared Honey Mustard,Great Value Prepared Honey Mustard,False,10.0,,False,,,False,0.025,,False,1.0,,False,68113191285.0,0,July '22
142g,142g,True,Sirloin & Prime Rib Beef Burgers,Our Finest Prime Cuts Beef Burgers,False,370.0,370.0,True,13.0,13.0,True,0.45,0.45,True,0.0,0.0,True,68113191304.0,5,July '22
,nan,False,Malt Vinegar,Great Value Pure Malt Vinegar,False,,,False,,,False,,,False,,,False,68113191371.0,0,July '22
,nan,False,Apple Cider Vinegar,Great Value Apple Cider Vinegar,False,,,False,,,False,,,False,,,False,68113191372.0,0,July '22
24g,24g,True,Chocolate Chip Granola Bars,Made Good Organic Chocolate Chip Granola Bars,False,100.0,90.0,False,1.0,1.0,True,0.01,0.005,False,6.0,6.0,True,68745621301.0,3,July '22
24g,24g,True,Mixed Berry Granola Bars,Made Good Organic Mixed Berry Granola Bars,False,90.0,80.0,False,0.3,0.3,True,0.01,0.005,False,6.0,7.0,False,68745621302.0,2,July '22
22g,nan,False,Vanilla Crispy Squares,Made Good Organic Vanilla Crispy Squares,False,90.0,,False,1.0,,False,0.075,,False,7.0,,False,68745621326.0,0,July '22
24g,24g,True,Strawberry Granola Minis,Made Good Organic Strawberry Granola Minis,False,90.0,90.0,True,0.3,1.0,False,0.01,0.003,False,6.0,6.0,True,68745622402.0,3,July '22
55g,nan,False,Strawberry Crispy Light Granola,Made Good Strawberry Crispy Light Granola,False,250.0,,False,1.0,,False,0.065,,False,9.0,,False,68745628307.0,0,July '22
24g,nan,False,Double Chocolate Soft Baked Mini Cookies,Made Good Double Chocolate Soft Baked Cookies,False,110.0,,False,3.0,,False,0.065,,False,6.0,,False,68745628309.0,0,July '22
24g,nan,False,Chocolate Banana Soft Baked Mini Cookies,Made Good Chocolate Banana Soft Baked Cookies,False,120.0,,False,2.5,,False,0.065,,False,7.0,,False,68745628311.0,0,July '22
55g,nan,False,Cocoa Crunch Crispy Light Granola,Made Good Cocoa Crunch Crispy Light Granola,False,260.0,,False,2.5,,False,0.065,,False,9.0,,False,68745628312.0,0,July '22
10ml,10ml,True,Canola Oil,Plochmans Canola Oil,False,80.0,80.0,True,0.5,0.5,True,0.0,0.0,True,0.0,0.0,True,68805400149.0,5,July '22
10ml,10ml,True,Vegetable Oil,Plochmans Vegetable Oil,False,80.0,80.0,True,1.0,1.0,True,0.0,0.0,True,0.0,0.0,True,68805400150.0,5,July '22
10ml,10ml,True,Corn Oil,Plochmans Corn Oil,False,80.0,80.0,True,1.0,1.0,True,0.0,0.0,True,0.0,0.0,True,68805400151.0,5,July '22
397g,nan,False,Buffalo-Style Chicken Mac 'n Cheese,Hungry Man XL Buffalo Chicken MacCheese Bowl,False,460.0,,False,6.0,,False,2.1,,False,8.0,,False,69147920238.0,0,July '22
37g,nan,False,Classic Organic Hazelnut Spread,Nutiva Nurture Vitality Classic Organic Hazelnut Spread,False,210.0,,False,5.0,,False,0.0,,False,12.0,,False,69275210737.0,0,July '22
37g,Noneg,False,Classic Organic Dark Hazelnut Spread,Nutiva Nurture Vitality Dark Organic Hazelnut Spread,False,200.0,190.0,False,5.0,5.0,True,0.0,0.0,True,12.0,12.0,True,69275210757.0,3,July '22
100g,nan,False,Honey Dijon Kale Vegetable Salad Kit,Eat Smart Honey Dijon Kale,False,130.0,,False,0.5,,False,0.16,,False,12.0,,False,70935130140.0,0,July '22
100g,nan,False,Apple Gouda Vegetable Salad Kit,Eat Smart Chopped & Crumbled Apple Gouda,False,130.0,,False,1.5,,False,0.23,,False,7.0,,False,70935130262.0,0,July '22
100g,nan,False,Sweet Kale Vegetable Salad Kit,Eat Smart Sweet Kale Vegetable Salad Kit,False,170.0,,False,1.5,,False,0.16,,False,13.0,,False,70935189145.0,0,July '22
85g,nan,False,Rainbow Salad,Manns Rainbow Salad,False,25.0,,False,0.0,,False,0.03,,False,2.0,,False,71651901308.0,0,July '22
,142g,False,Tri-Fruit Pack,Fruit Tri Pack,False,,50.0,False,,0.0,False,,0.01,False,,11.0,False,71752478472.0,0,July '22
28g,nan,False,Veggie Tray with Creamy Ranch Dip,Manns Veggie Tray,False,130.0,,False,1.0,,False,0.23,,False,2.0,,False,71752479016.0,0,July '22
,nan,False,Vegetable Tray with Veggie Ranch Dip,Vegetable Tray,False,,,False,,,False,,,False,,,False,71752488893.0,0,July '22
227g,nan,False,Light Macaroni and Cheese,Michelinas Light Macaroni And Cheese,False,240.0,,False,3.0,,False,0.62,,False,1.0,,False,71785421401.0,0,July '22
85g,nan,False,Surimi Sticks,Aquamar Classic Leg Style Surimi 340g,False,110.0,,False,0.0,,False,0.47,,False,5.0,,False,72018200046.0,0,July '22
85g,nan,False,Surimi Flakes,Aquamar Classic Flake Style Surimi 1kg,False,110.0,,False,0.0,,False,0.47,,False,5.0,,False,72018200047.0,0,July '22
480ml,nan,False,Gingerade Kombucha Drink,G.T.s GINGERADE 1.4 Litre,False,50.0,,False,0.0,,False,0.01,,False,12.0,,False,72243020047.0,0,July '22
19g,nan,False,Original Cheddar Cheese Sticks,John Wm. Macys Original Cheddar Cheese Sticks,False,90.0,,False,2.5,,False,0.115,,False,0.0,,False,72492310190.0,0,July '22
45g,nan,False,Pure Original Basmati,Tilda Pure Original Basmati Rice,False,160.0,,False,0.0,,False,0.0,,False,0.0,,False,72529903034.0,0,July '22
40g,nan,False,Mediterranean Exotic Vegetable Chips,Terra Mediterranean Vegetable Chips,False,220.0,,False,1.0,,False,0.22,,False,4.0,,False,72822912358.0,0,July '22
40g,nan,False,Original Exotic Vegetable Chips,Terra Exotic Original Vegetable Chips,False,200.0,,False,1.0,,False,0.11,,False,3.0,,False,72822990001.0,0,July '22
100g,100g,True,Jonah Crab Claws,Jonah Crab Claws,True,110.0,70.0,False,0.2,0.0,False,0.38,0.45,False,0.0,0.0,True,73114911237.0,3,July '22
125g,125g,True,Boneless Yellowfin Tuna,Aqua Star Yellowfin Tuna,False,140.0,140.0,True,0.2,0.2,True,0.055,0.055,True,0.0,0.0,True,73114981305.0,5,July '22
28g,nan,False,Just the Caramel Corn Popped Corn,G.H.Cretors Just the Caramel Popped Corn,False,120.0,,False,2.0,,False,0.14,,False,17.0,,False,73249400050.0,0,July '22
55g,55g,True,Crunchy Baked Oats Granola,Jordans Simply Granola Crunchy Baked Oats,False,230.0,230.0,True,2.0,2.0,True,0.005,0.005,True,9.0,9.0,True,73728235087.0,5,July '22
14g,nan,False,Red Curry Paste,Thai Kitchen Red Curry Paste,False,15.0,,False,0.0,,False,0.33,,False,1.0,,False,73762800300.0,0,July '22
